##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
NAME_SS_INFANTRY;Waffen-SS Infantry;Waffen-SS Infanterie;;;Waffen-SS Infanterie;;;;;;X
9300302desc;Historically, Denmark had a large amount of interaction with Germany. In 1920 the country had regained possession of the northern part of Schleswig after losing the provinces during the Second Schleswig War in 1864. The Danish people were, however, divided about what the best policy toward Germany might be. Few were ardent Nazis, some explored the economic possibilities of providing the German occupiers with supplies and goods. Others eventually formed resistance groups towards the latter part of the war. The majority of Danes, however, were unwillingly compliant towards the Germans. As a result of the cooperative attitude of the Danish authorities, German officials claimed that they would 'respect Danish sovereignty and territorial integrity, as well as neutrality.' Their only strong interest in Denmark, that of surplus agricultural products, would be supplied by price policy on food rather than by control and restriction. They also hoped to score propaganda points by making Denmark, in Hitler's words, 'a model protectorate.';Historically, Denmark had a large amount of interaction with Germany. In 1920 the country had regained possession of the northern part of Schleswig after losing the provinces during the Second Schleswig War in 1864. The Danish people were, however, divided about what the best policy toward Germany might be. Few were ardent Nazis, some explored the economic possibilities of providing the German occupiers with supplies and goods. Others eventually formed resistance groups towards the latter part of the war. The majority of Danes, however, were unwillingly compliant towards the Germans. As a result of the cooperative attitude of the Danish authorities, German officials claimed that they would 'respect Danish sovereignty and territorial integrity, as well as neutrality.' Their only strong interest in Denmark, that of surplus agricultural products, would be supplied by price policy on food rather than by control and restriction. They also hoped to score propaganda points by making Denmark, in Hitler's words, 'a model protectorate.';;;;;;;;;X
9300304name;Assault on Brest Fortress;Assault on Brest Fortress;;;;;;;;;X
9300304desc;According to the terms of the German-Soviet Non-aggression Pact, the area around the 19th century Brest Fortress was assigned to the Soviet Union. The Germans planned to seize Brest and the fortress which was located in the path of Army Group Centre during the first hours of Operation Barbarossa. The fortress and the city controlled the crossings over the Bug River, as well as the Warsaw–Moscow railway and highway. The garrison in the fortress comprised approximately 9,000 Soviet soldiers, including regular soldiers, border guards and NKVD operatives. The fortress had no warning when the Axis invaded on 22 June 1941, and became the site of the first major fighting between Soviet forces and the Wehrmacht. From the first minutes of the invasion, Brest and Brest Fortress were shelled by the Wehrmacht. The first German assault on the fortress took place half an hour after the bombardment started.;According to the terms of the German-Soviet Non-aggression Pact, the area around the 19th century Brest Fortress was assigned to the Soviet Union. The Germans planned to seize Brest and the fortress which was located in the path of Army Group Centre during the first hours of Operation Barbarossa. The fortress and the city controlled the crossings over the Bug River, as well as the Warsaw–Moscow railway and highway. The garrison in the fortress comprised approximately 9,000 Soviet soldiers, including regular soldiers, border guards and NKVD operatives. The fortress had no warning when the Axis invaded on 22 June 1941, and became the site of the first major fighting between Soviet forces and the Wehrmacht. From the first minutes of the invasion, Brest and Brest Fortress were shelled by the Wehrmacht. The first German assault on the fortress took place half an hour after the bombardment started.;;;;;;;;;X
9300305a;The assault is a success;The assault is a success;;;;;;;;;X
9300305b;The assault is a moderate success;The assault is a moderate success;;;;;;;;;X
9300305c;The initial assault is a failure;The initial assault is a failure;;;;;;;;;X
9300306name;Goering Marries 'First Lady of the Third Reich';Goering Marries 'First Lady of the Third Reich';;;;;;;;;X
9300306desc;Hermann Goering married Emmy Sonnemann, an actress from the state theatre, on 10 April 1935. It was  Goering's second marriage, his first wife, Carin, had died in October 1931. Party members lined the route to Berlin Town Hall, where the couple – Hitler is the best man – were married in the registry office. The Church ceremony followed in the Berlin Dom in the Lustgarten. Emmy Goering served as Hitler's hostess at many state functions prior to the war. This and her claim to be the 'First Lady of the Third Reich' created much animosity between herself and Hitler's mistress, Eva Braun, whom she snubbed and openly despised. Hitler consequently issued angry instructions to Hermann Goering demanding that Emmy treat Eva with more respect. One of the outcomes of Emmy's condescending attitude toward Eva was that she was no longer invited to Hitler's Bavarian retreat, the Berghof. As for Eva Braun, she allegedly never forgave Emmy for having assumed the role of 'First Lady of the Reich.';Hermann Goering married Emmy Sonnemann, an actress from the state theatre, on 10 April 1935. It was  Goering's second marriage, his first wife, Carin, had died in October 1931. Party members lined the route to Berlin Town Hall, where the couple – Hitler is the best man – were married in the registry office. The Church ceremony followed in the Berlin Dom in the Lustgarten. Emmy Goering served as Hitler's hostess at many state functions prior to the war. This and her claim to be the 'First Lady of the Third Reich' created much animosity between herself and Hitler's mistress, Eva Braun, whom she snubbed and openly despised. Hitler consequently issued angry instructions to Hermann Goering demanding that Emmy treat Eva with more respect. One of the outcomes of Emmy's condescending attitude toward Eva was that she was no longer invited to Hitler's Bavarian retreat, the Berghof. As for Eva Braun, she allegedly never forgave Emmy for having assumed the role of 'First Lady of the Reich.';;;;;;;;;X
9300307name;Berlin Celebrates 700th Birthday;Berlin Celebrates 700th Birthday;;;;;;;;;X
9300307desc;In August 1937 the 700th anniversary of the founding of the city of Berlin is marked for the first time by a huge celebration. The National Socialists saw in these celeebrations a way of demonstrating their great respect for tradition. They lasted for a week, starting with the opening of a show on the open ground by the Funkturm – Berlin’s radio tower. A festival in the Olympic Stadium, ‘Berlin over seven centuries,’ consisted of ten scenes showing mainly events with a military slant. Concerts, folk dancing and sporting competitions were arranged by the districts. The central event of the festival week was the great procession in historical costumes intended to show Berlin past and present. The whole route from the Lehrer Banhof to Treptower part was decorated in Berlin’s colors and a large number of swastika banners. Despite all this, the National Socialists leaders very much took a back seat in these celebrations and kept a low profile at the events, as neither Hitler nor Goering took any part in the festivities.;In August 1937 the 700th anniversary of the founding of the city of Berlin is marked for the first time by a huge celebration. The National Socialists saw in these celeebrations a way of demonstrating their great respect for tradition. They lasted for a week, starting with the opening of a show on the open ground by the Funkturm – Berlin’s radio tower. A festival in the Olympic Stadium, ‘Berlin over seven centuries,’ consisted of ten scenes showing mainly events with a military slant. Concerts, folk dancing and sporting competitions were arranged by the districts. The central event of the festival week was the great procession in historical costumes intended to show Berlin past and present. The whole route from the Lehrer Banhof to Treptower part was decorated in Berlin’s colors and a large number of swastika banners. Despite all this, the National Socialists leaders very much took a back seat in these celebrations and kept a low profile at the events, as neither Hitler nor Goering took any part in the festivities.;;;;;;;;;X
9300308name;New Olympiastadion Ready for Olympic Games;New Olympiastadion Ready for Olympic Games;;;;;;;;;X
9300308desc;When the Nazis came to power, they decided to use the Olympic Games in 1936 for propaganda purposes. With these plans in mind, Hitler ordered the construction of a great sports complex in Grunewald named the 'Reichssportfeld' with a totally new Olympiastadion. Architect Werner March remained in charge of the project, assisted by his brother Walter March. Construction took place from 1934 to 1936. When the Reichssportfeld was finished, it was 1.32 square kilometres (326 acres). It consisted of (east to west): the Olympiastadion, the Maifeld (Mayfield, capacity of 50,000) and the Waldbühne amphitheater (capacity of 25,000), in addition to various places, buildings and facilities for different sports (such as football/soccer, swimming, equestrian events, and field hockey) in the northern part. The capacity of the Olympiastadion reached 110,000 spectators. It also possessed a special stand for Adolf Hitler and his political associates. At its end, aligned with the symmetrically-designed layout of the buildings of the Olympischer Platz and toward the Maifeld, was the Marathon Gate with a big receptacle for the Olympic Flame.;When the Nazis came to power, they decided to use the Olympic Games in 1936 for propaganda purposes. With these plans in mind, Hitler ordered the construction of a great sports complex in Grunewald named the 'Reichssportfeld' with a totally new Olympiastadion. Architect Werner March remained in charge of the project, assisted by his brother Walter March. Construction took place from 1934 to 1936. When the Reichssportfeld was finished, it was 1.32 square kilometres (326 acres). It consisted of (east to west): the Olympiastadion, the Maifeld (Mayfield, capacity of 50,000) and the Waldbühne amphitheater (capacity of 25,000), in addition to various places, buildings and facilities for different sports (such as football/soccer, swimming, equestrian events, and field hockey) in the northern part. The capacity of the Olympiastadion reached 110,000 spectators. It also possessed a special stand for Adolf Hitler and his political associates. At its end, aligned with the symmetrically-designed layout of the buildings of the Olympischer Platz and toward the Maifeld, was the Marathon Gate with a big receptacle for the Olympic Flame.;;;;;;;;;X
